LTR,date,expNo,sessionNo,ratNo,trialNo,closed,offset,duration,delay,jitter,r,theta,X,Y,pval,z
82,190130,1,1,1,1,1,40,60,0,0,0.469406081119612,1.84416789251255,-0.12672993994469,0.451975210950431,3.04078073101212e-05,9.91539310464322
82,190130,1,1,1,3,1,40,60,0,0,0.578380936666644,0.586861149334997,0.481607925497875,0.320278494434169,3.42277605772562e-23,47.1679556138132
83,190130,1,1,2,1,1,40,60,0,0,0.440210508715544,0.940587294868691,0.259422061050431,0.355647980767422,1.16729163607829e-08,17.4406762785238
83,190130,1,1,2,2,1,40,60,0,0,0.0115849803624425,-1.81362172161894,-0.00278556319948106,-0.0112451059425812,0.992311702431679,0.00778428265989429
83,190130,1,1,2,3,1,40,60,0,0,0.535363656795082,1.08552902995569,0.249717601106677,0.473556084022293,2.77822726059286e-31,65.0614336188595
82,190130,1,1,1,1,1,20,40,0,0,0.42265790116606,0.493945643560501,0.372137210565828,0.20038362690196,2.61037537371869e-23,49.6618369942315
82,190130,1,1,1,2,1,20,40,0,0,0.529758311683572,0.843143436952983,0.352352209025286,0.395590431624464,5.10231826895052e-34,71.0028988058507
82,190130,1,1,1,3,1,20,40,0,0,0.413991363677838,0.99020439380592,0.227082116637677,0.346153956359288,2.53848309506593e-20,43.1899899983586
82,190130,1,1,1,4,1,20,40,0,0,0.532706298754249,1.53697761685343,0.0180120059394092,0.532401698320441,5.90457857326085e-33,68.6737921772532
83,190130,1,1,2,1,1,20,40,0,0,0.587126051471015,1.03013736945641,0.302194408923092,0.503384087483472,2.44958013920366e-40,82.7320800758268
83,190130,1,1,2,2,1,20,40,0,0,0.642555539172525,1.24386688654801,0.206348117753429,0.608521220025162,5.39555134468271e-54,108.5868143023
83,190130,1,1,2,3,1,20,40,0,0,0.632357257654087,1.44166735509307,0.081428906549502,0.627092524661194,1.1087361854074e-51,104.367558041335
82,190130,1,1,1,1,1,0,20,0,1,0.156838240732204,-3.11504615710662,-0.156782980731419,-0.00416301680806486,0.010140050591039,4.57527147861092
82,190130,1,1,1,2,1,0,20,0,1,0.0248579681092012,-1.74624575515768,-0.00433897533708618,-0.0244763533138052,0.868837836284008,0.140885435902118
82,190130,1,1,1,3,1,0,20,0,1,0.07315319369572,-3.08958964780939,-0.0730543014329395,-0.0038024715684334,0.41862974998096,0.872276528905016
82,190130,1,1,1,4,1,0,20,0,1,0.110303478536686,0.0566156625479613,0.110126746048025,0.0062415688866564,0.142767968083667,1.94669718036689
83,190130,1,1,2,1,1,0,20,0,1,0.167619684732076,2.90534971862575,-0.162963910793086,0.0392316516183517,0.00658821735229099,5.00115185032312
83,190130,1,1,2,2,1,0,20,0,1,0.0195879236371455,-1.79121838900721,-0.00428273287012294,-0.0191139988379672,0.93415637159077,0.0682962419298064
83,190130,1,1,2,3,1,0,20,0,1,0.0815834474718591,-2.46754629551997,-0.0637413534529101,-0.050920514150829,0.381601764613065,0.965099540702071
82,190130,1,1,1,1,1,0,20,0,0,0.4558254081993,2.13423598003829,-0.243455126025931,0.385365286931447,1.96480093800977e-18,38.6464853133709
82,190130,1,1,1,2,1,0,20,0,0,0.369678740092866,2.01646212359362,-0.159353251961041,0.33356995063418,8.757806557455e-15,31.2956829307525
82,190130,1,1,1,3,1,0,20,0,0,0.0596170599642357,1.44405284890838,0.00753585975053511,0.059138859108031,0.560978390388746,0.579333595721022
82,190130,1,1,1,4,1,0,20,0,0,0.226070617683222,-0.254428701626905,0.21879278171127,-0.0569002886699033,0.000259172683280733,8.17726786874778
83,190130,1,1,2,1,1,0,20,0,0,0.830562692362976,1.87441670317775,-0.248319092291219,0.792573034078816,2.85085221419687e-69,123.480355084197
83,190130,1,1,2,2,1,0,20,0,0,0.805214853855006,1.83355216946358,-0.209148753524943,0.777578137403375,2.33246321838415e-63,115.410031034636
83,190130,1,1,2,3,1,0,20,0,0,0.860808664872694,1.96619774848156,-0.331565135482613,0.794390406822934,3.68750990086682e-62,107.443775840387
82,190130,1,1,1,1,1,0,20,20,0,0.467437773021098,-1.83035952441758,-0.11997183370007,-0.451779626328553,2.09079657447807e-19,40.6406413263278
82,190130,1,1,1,2,1,0,20,20,0,0.378847311264163,-1.850419012067,-0.104559209209162,-0.364132746428607,1.87482300738176e-15,32.7237650374755
82,190130,1,1,1,3,1,0,20,20,0,0.116711705108258,-2.91950964515429,-0.113845354138169,-0.025707147847086,0.108492143606938,2.22032440381214
82,190130,1,1,1,4,1,0,20,20,0,0.108290086123035,1.24772614294969,0.034379871647127,0.102687716782784,0.1532146908351,1.87627884040548
83,190130,1,1,2,1,1,0,20,20,0,0.806703808849457,-2.3503230911298,-0.567066723563481,-0.573765079313128,1.13993134275264e-63,115.837244267775
83,190130,1,1,2,2,1,0,20,20,0,0.810966080480567,-2.31242439397219,-0.547798905068061,-0.597981892114007,1.43787954397204e-64,117.064545096822
83,190130,1,1,2,3,1,0,20,20,0,0.813814365607979,-2.27045818268127,-0.524063104210578,-0.622616803881079,3.59045420423365e-53,96.032604142138
82,190130,1,1,1,1,1,0,20,40,0,0.415753254337017,-0.143535278411452,0.411477849730294,-0.0594705613993485,2.62114785678254e-15,32.1502429394786
82,190130,1,1,1,2,1,0,20,40,0,0.315598446551779,-0.216875576722617,0.308205403528694,-0.0679102989362538,7.98291012633363e-11,22.7093425182244
82,190130,1,1,1,3,1,0,20,40,0,0.0562196606413961,-1.55894346635866,0.000666348188523087,-0.0562157115291214,0.599984553851745,0.512025339306666
82,190130,1,1,1,4,1,0,20,40,0,0.0683174552271471,-1.92883590596253,-0.0239410874306652,-0.0639851468807448,0.474590567125804,0.746763950194119
83,190130,1,1,2,1,1,0,20,40,0,0.690410289178131,-0.514237763355311,0.601118074925861,-0.339593032025772,2.53081675419004e-43,84.8466133977395
83,190130,1,1,2,2,1,0,20,40,0,0.727917038911987,-0.398549645386079,0.670866409784239,-0.282491549894154,3.9734241717332e-49,94.3156523658344
83,190130,1,1,2,3,1,0,20,40,0,0.712723795495012,-0.498522360220568,0.625978197893034,-0.340773391607099,6.94084957527182e-38,73.1484300477334
82,190130,1,1,1,1,1,0,20,60,0,0.267151641833407,1.19860479056283,0.0971517759575779,0.248860467255395,1.49973038824021e-06,13.2034499508427
82,190130,1,1,1,2,1,0,20,60,0,0.190201391279292,0.573333180953085,0.159787734314322,0.103171940018951,0.000247108178160504,8.24825778776384
82,190130,1,1,1,3,1,0,20,60,0,0.0800214626417932,1.63701517494355,-0.00529505735492111,0.0798460822516672,0.354936934019518,1.03735638629977
82,190130,1,1,1,4,1,0,20,60,0,0.0779992775796603,-0.668504733341953,0.0612098807379381,-0.0483449873616314,0.378378331965945,0.973421968471823
83,190130,1,1,2,1,1,0,20,60,0,0.394206122624707,1.14898746496231,0.161392495059411,0.359653902597071,3.29791285647473e-13,27.6609271464354
83,190130,1,1,2,2,1,0,20,60,0,0.418919897056003,1.38567297060804,0.0771096568715809,0.411762044106252,8.0040717364051e-15,31.0624167864459
83,190130,1,1,2,3,1,0,20,60,0,0.553559812107634,0.909194803878067,0.340096772529398,0.436763838814211,1.49666476242658e-21,44.1256990436121
82,190204,1,1,1,1,1,40,60,0,0,0.679947528834934,1.82872406027857,-0.173439236737884,0.65745530123995,1.34710002394505e-06,12.0205446911871
82,190204,1,1,1,2,1,40,60,0,0,0.590304775128072,1.56864580188645,0.00126946414399147,0.590303410120415,2.02463665122328e-27,55.7535564062405
83,190204,1,1,2,3,1,40,60,0,0,0.488024624085645,1.40078907504394,0.0825686403202241,0.480989036621008,4.36509384992276e-23,48.3481108439289
83,190204,1,1,2,4,1,40,60,0,0,0.430279239018424,1.15949753823473,0.172025698916565,0.394394957425347,1.30050404103026e-25,54.6163659414308
82,190204,1,1,1,1,1,20,40,0,0,0.413519643671076,1.52803387505201,0.0176777249959039,0.413141614632105,2.07590524369219e-18,38.9876570200226
82,190204,1,1,1,2,1,20,40,0,0,0.453317681932885,1.73548240477994,-0.0743181086249816,0.447184234386019,1.57164430409219e-21,45.414819486414
82,190204,1,1,1,3,1,20,40,0,0,0.487963494270571,1.09679775794379,0.222729791500486,0.434165650090948,2.73803828225828e-25,53.0981668981863
83,190204,1,1,2,1,1,20,40,0,0,0.736266155951911,1.15715530982864,0.295939185446029,0.674171974289753,2.79443853384297e-55,105.70713121804
83,190204,1,1,2,2,1,20,40,0,0,0.656500585016499,1.20720550594275,0.233473005207361,0.613582410085597,2.1330278337303e-45,90.5085338066713
83,190204,1,1,2,3,1,20,40,0,0,0.677701031534031,1.14903670641562,0.27742810669283,0.61831410606513,4.24333470713146e-63,124.923803174703
83,190204,1,1,2,4,1,20,40,0,0,0.718495410460259,1.5209576954093,0.0357940055617895,0.717603263661962,3.32226534141487e-72,139.899862465016
82,190204,1,1,1,1,1,0,20,0,1,0.108627496670532,0.0094098771965334,0.108622687452326,0.00102215631907445,0.0837934053812925,2.47798593691035
82,190204,1,1,1,2,1,0,20,0,1,0.105333195158852,-0.261211106688242,0.101760073822099,-0.0272023781698171,0.129819466492977,2.04149508843659
82,190204,1,1,1,3,1,0,20,0,1,0.174011884974386,-0.397660917066025,0.160433625398708,-0.0673883369268461,0.000437333829779599,7.69115457253413
83,190204,1,1,2,1,1,0,20,0,1,0.159586859972417,-0.844238537634488,0.106013653512146,-0.119285670324907,0.00978910230862516,4.6097018235299
83,190204,1,1,2,2,1,0,20,0,1,0.133825743160009,0.223228417506412,0.130505235868282,0.0296262205367601,0.0281275882639623,3.56395657693343
83,190204,1,1,2,3,1,0,20,0,1,0.11154844329897,-1.94878819939533,-0.0411674935503543,-0.103673972998072,0.0818703319105554,2.50105409568712
83,190204,1,1,2,4,1,0,20,0,1,0.0595335987526302,-1.99272825663884,-0.0243804205156068,-0.0543124707219379,0.561887264312896,0.577712649011586
82,190204,1,1,1,1,1,0,20,0,0,0.338460424488437,1.93904727761851,-0.121840402872934,0.315769496900277,1.82733277842737e-11,24.0566463784275
82,190204,1,1,1,2,1,0,20,0,0,0.161461143816922,-0.398220425731105,0.148827218464243,-0.0626111811649111,0.00810524765178088,4.79682497713105
82,190204,1,1,1,3,1,0,20,0,0,0.331227110073623,1.92560097828165,-0.115070679813305,0.310596421574731,3.33457342015345e-13,27.9764066041696
83,190204,1,1,2,1,1,0,20,0,0,0.85135090242009,2.11589203136349,-0.44142538136803,0.727971147598303,1.7271271109671e-75,131.913301347373
83,190204,1,1,2,2,1,0,20,0,0,0.730223919949682,1.77055794415362,-0.144902490544574,0.715702620856358,2.77462607752948e-55,106.112167680069
83,190204,1,1,2,3,1,0,20,0,0,0.881473292636398,2.10228837629695,-0.446748407773945,0.759875664686465,2.19101748872788e-92,156.176028291882
83,190204,1,1,2,4,1,0,20,0,0,0.978430370463547,2.12646116342274,-0.516130071578515,0.83122544418334,3.79199584450754e-112,157.001462334651
82,190204,1,1,1,1,1,0,20,20,0,0.302799079779515,-1.80259904924009,-0.0695627600444918,-0.29470036499861,2.87269973955864e-09,19.2543293702175
82,190204,1,1,1,2,1,0,20,20,0,0.152904552438375,0.0677423377806649,0.152553845230646,0.010350191385854,0.0133604015136389,4.30188359677387
82,190204,1,1,1,3,1,0,20,20,0,0.373573383262771,-1.83191696519726,-0.0964429613097334,-0.360909722640168,9.95571342092427e-17,35.5870535340103
83,190204,1,1,2,1,1,0,20,20,0,0.82880678295089,-2.10608643766993,-0.422766541951399,-0.712873855932352,5.12188795408402e-70,125.019564390704
83,190204,1,1,2,2,1,0,20,20,0,0.734312212801648,-2.38197252352948,-0.532448066466623,-0.505681206280803,4.86907184961581e-56,107.303670748061
83,190204,1,1,2,3,1,0,20,20,0,0.876608786558198,-2.15856104773164,-0.486081544723182,-0.729498249861205,7.75843337651442e-91,154.457035898878
83,190204,1,1,2,4,1,0,20,20,0,0.951888707738286,-2.06558519949022,-0.452000407541389,-0.837727726353905,1.46769418037509e-98,148.599106354825
82,190204,1,1,1,1,1,0,20,40,0,0.301962560545346,-0.0413575600987895,0.301704351757621,-0.0124848749138887,3.21046708132791e-09,19.1480914739314
82,190204,1,1,1,2,1,0,20,40,0,0.0219034635402775,-2.36209185446418,-0.0155791566372291,-0.0153964799072043,0.915717443822778,0.0882761555710886
82,190204,1,1,1,3,1,0,20,40,0,0.404795938424676,-0.062582876590911,0.404003481906896,-0.0253167606975741,1.43518138672369e-19,41.6203769483389
83,190204,1,1,2,1,1,0,20,40,0,0.801920858930636,-0.306830803027592,0.764467607641871,-0.242211355750228,4.48075402933992e-64,117.040025645825
83,190204,1,1,2,2,1,0,20,40,0,0.738854298835767,-0.471655234356197,0.658184290765454,-0.335706887474282,6.87198090890007e-57,108.635229306711
83,190204,1,1,2,3,1,0,20,40,0,0.845971374768779,-0.419909883388192,0.772478189041672,-0.344884059334549,7.6852911510587e-82,143.849180952564
83,190204,1,1,2,4,1,0,20,40,0,0.880085378175296,-0.226950302800377,0.857517461895774,-0.198025441349801,4.61150010227287e-75,127.026244751984
82,190204,1,1,1,1,1,0,20,60,0,0.119780269807572,0.628587452301883,0.0968853369167859,0.0704311332132011,0.0496782825148396,2.99858842435154
82,190204,1,1,1,2,1,0,20,60,0,0.149120296253003,-1.02362861682977,0.0775828969056494,-0.127348957052309,0.0165179269497793,4.09158274684336
82,190204,1,1,1,3,1,0,20,60,0,0.214526291920983,1.32068939994686,0.0530968791960542,0.207851512732062,7.83589435657083e-06,11.6434470711178
83,190204,1,1,2,1,1,0,20,60,0,0.385588187649147,1.03497062383123,0.19686250878824,0.331546984736936,7.56893769450709e-13,26.9107633322742
83,190204,1,1,2,2,1,0,20,60,0,0.400238322529386,1.04873751700951,0.199585146540248,0.346924320423986,3.90142818853466e-15,31.8779522494062
83,190204,1,1,2,3,1,0,20,60,0,0.476009605825835,0.904000856891965,0.294398147759889,0.374051968894715,1.30602896585684e-21,45.3170289676934
83,190204,1,1,2,4,1,0,20,60,0,0.456783749815231,1.25105634155321,0.143576147088038,0.433632660304339,2.63106823837522e-16,34.010177237528
82,190205,1,1,1,2,1,40,60,0,0,0.668609219638448,1.25638497107908,0.206771905412996,0.635833050192748,3.69329268152424e-12,23.2459910064478
82,190205,1,1,1,3,1,40,60,0,0,0.789336454827386,1.49153862160715,0.0624955174912432,0.786858531893102,2.71095155861927e-29,53.5824753470741
82,190205,1,1,1,4,1,40,60,0,0,0.37854936464628,2.03660269185262,-0.170022949484167,0.33821859517597,0.0741912421142862,2.57939318653384
83,190205,1,1,2,1,1,40,60,0,0,0.570267499508445,1.25467269701598,0.177287394055805,0.542009410346828,3.76326309247766e-27,55.61005859025
83,190205,1,1,2,2,1,40,60,0,0,0.53201592623814,1.03886295145856,0.269838757229014,0.458506260445947,8.15533601638033e-22,45.0035103775931
83,190205,1,1,2,3,1,40,60,0,0,0.483722511671317,1.3715051341965,0.0957647719695272,0.474148264519899,1.08580013361212e-21,45.3935688497358
83,190205,1,1,2,4,1,40,60,0,0,0.451619941277404,0.941672035506794,0.265749854213863,0.365154195299351,0.0442690327179221,3.05940857039109
83,190205,1,1,2,5,1,40,60,0,0,0.597760738928207,1.71821817910999,-0.0878041429044467,0.591276867036764,1.09980867581678e-43,89.329475250999
82,190205,1,1,1,1,1,20,40,0,0,0.354361748263168,1.38277206587733,0.0662367109790419,0.348116283374977,2.39349098731971e-07,14.8175253385912
82,190205,1,1,1,2,1,20,40,0,0,0.526165677351257,0.93671203807122,0.311721621529686,0.423886719175549,2.61514250409073e-34,71.7042328858294
82,190205,1,1,1,3,1,20,40,0,0,0.486540563637092,1.1389941536563,0.203621234119232,0.441882465232623,9.31964389376403e-29,60.6007603364605
82,190205,1,1,1,4,1,20,40,0,0,0.544841536015135,1.02354246473069,0.283505084737,0.465271067546218,1.24684535903499e-39,82.5249392241181
83,190205,1,1,2,1,1,20,40,0,0,0.714365122087781,1.30382905833565,0.188454774182923,0.689059014702771,4.39588972734831e-62,120.434936526696
83,190205,1,1,2,2,1,20,40,0,0,0.706856224887289,1.25613522287301,0.218767924652826,0.672150517224383,1.09760963053508e-69,135.903636564039
