LTR,date,expNo,sessionNo,ratNo,trialNo,closed,offset,duration,delay,jitter,r,theta,X,Y,pval,z
80,180628,1,3,1,1,0,40,60,0,0,0.84181741758112,2.76940361418394,-0.784181143882062,0.306131504623039,1.65369323853499e-83,147.400565424933
80,180628,1,3,1,2,0,40,60,0,0,0.913732344943256,2.6945949746037,-0.823957181055591,0.394970077325392,2.34131151917788e-107,173.660614024664
80,180628,1,3,1,3,0,40,60,0,0,0.892258841766408,2.71794613116241,-0.813379560111073,0.366796308465405,3.74639848496876e-102,170.370929912011
80,180628,1,3,1,4,0,40,60,0,0,0.886763204324055,2.70642744535629,-0.804117236771316,0.373824089740522,2.98339752219354e-99,166.70598387513
80,180628,1,3,1,1,0,20,40,0,0,0.692004152864336,2.97184743354541,-0.682058557899521,0.116901117092666,4.79254106212128e-51,100.083777244531
80,180628,1,3,1,2,0,20,40,0,0,0.643531504237255,2.82665641934197,-0.611880136104615,0.199337643174745,1.38212760084406e-43,87.3820201555773
80,180628,1,3,1,3,0,20,40,0,0,0.735821782502466,2.75920861951057,-0.682679048550106,0.274559669791155,3.02358740224509e-60,115.325377163888
80,180628,1,3,1,4,0,20,40,0,0,0.727796010763369,2.86889401100882,-0.700902183271563,0.196018271516281,1.44097087773236e-57,110.704589956163
80,180628,1,3,1,1,0,0,20,0,1,0.0815688768190891,-0.224970927014838,0.0795133894956257,-0.0181962236863769,0.245884805752438,1.40388463142635
80,180628,1,3,1,2,0,0,20,0,1,0.0647075943290087,-1.69680609235725,-0.00813222764693488,-0.0641945452304632,0.410373805111222,0.89184649869953
80,180628,1,3,1,3,0,0,20,0,1,0.0671363970393153,-0.679388350029279,0.052229241747528,-0.0421829599945152,0.388545422065363,0.946532119558323
80,180628,1,3,1,4,0,0,20,0,1,0.132138169518604,-1.63923106656769,-0.00903578448746927,-0.131828868016164,0.0249329929292139,3.68416462302645
80,180628,1,3,1,1,0,0,20,0,0,0.782636779632359,2.71953237814585,-0.713957979292473,0.320599957326756,1.18276202559814e-69,129.241789383828
