LTR,Date,expNo1,expNo2,Min,Sec,EStmInt,EStmDrtn,Supra,Laser,illmDrtn,illmHz,MSillmInt,AD,RS,WDS,ADDrtn,HPCDrtn,CtxDrtn,recAD,recGS
74,180721,1,1,,,200,2,0,0,25,20,50,0,0,0,0,0,0,,
74,180721,1,1,,,200,2,0,1,25,20,50,0,0,0,0,0,0,,
74,180721,1,1,,,220,2,0,0,25,20,50,0,0,0,0,0,0,,
74,180721,1,1,,,220,2,0,1,25,20,50,0,0,0,0,0,0,,
74,180721,1,1,,,240,2,0,0,25,20,50,0,0,0,0,0,0,,
74,180721,1,1,,,240,2,0,1,25,20,50,0,0,0,0,0,0,,
74,180721,1,1,,,240,2,0,0,30,8,50,1,1,0,0,6,0,,
74,180721,1,1,,,240,2,0,1,30,8,50,0,0,0,0,1,0,,
74,180721,1,1,,,240,2,0,0,30,8,50,1,1,0,0,10,0,,
74,180721,1,1,,,240,2,0,1,30,8,50,0,1,0,0,19,0,,
74,180721,1,1,,,240,2,0,0,30,8,50,0,1,0,0,10,0,,
74,180721,1,1,,,240,2,0,1,30,8,50,1,1,0,0,10,0,,
74,180721,1,1,,,230,2,0,0,30,1,50,1,1,0,0,11,0,,
74,180721,1,1,,,230,2,0,1,30,1,50,1,1,0,0,10,0,,
74,180721,1,1,,,220,2,0,0,30,1,50,0,0,0,0,0,0,,
74,180721,1,1,,,220,2,0,1,30,1,50,0,0,0,0,0,0,,
74,180721,1,1,,,230,2,0,0,30,1,50,1,1,0,0,0,0,,
74,180721,1,1,,,230,2,0,1,30,1,50,1,1,0,0,0,0,,
74,180721,1,1,,,235,2,0,0,25,20,50,1,1,0,0,10,0,,
74,180721,1,1,,,235,2,0,1,25,20,50,1,1,0,0,8,0,,
74,180721,1,1,,,230,2,0,0,25,20,50,0,0,0,0,0,0,,
74,180721,1,1,,,230,2,0,1,25,20,50,0,1,0,0,0,0,,
74,180721,1,1,,,235,2,0,0,30,8,50,1,2,0,0,14,0,,
74,180721,1,1,,,235,2,0,1,30,8,50,0,0,0,0,0,0,,
74,180721,1,1,,,235,2,0,0,30,8,50,0,0,0,0,0,0,,
74,180721,1,1,,,235,2,0,1,30,8,50,0,1,0,0,0,0,,
88,190419,1,1,2,0,325,2,1,0,30,1,40,1,3,0,0,6.2944,0,,
88,190419,1,1,33,30,325,2,1,1,30,1,40,1,5,0,0,11.4544,0,,
88,190419,1,1,67,0,350,2,1,0,30,8,40,1,4,0,22.8464,54.5512,11.8808,,
88,190419,1,1,150,0,350,2,1,1,30,8,40,1,4,2,19.664,62.7368,8.9144,,
88,190419,1,1,184,0,350,2,1,0,30,20,40,1,5,0,1.5888,15.7936,5.3056,,
88,190419,1,1,215,30,350,2,1,1,30,20,40,1,4,0,14.5984,21.7488,3.7952,,
88,190419,1,1,247,30,350,2,1,0,30,20,40,1,5,0,14.636,65.9408,40.4832,,
88,190419,1,1,278,0,350,2,1,1,30,20,40,1,2,0,0,0,3.4888,,
88,190419,1,1,310,30,400,2,1,0,30,8,40,1,5,0,16.612,16.2568,3.0928,,
88,190419,1,1,349,10,400,2,1,1,30,8,40,1,5,2,2.032,81.5392,41.372,,
88,190423,1,1,2,40,350,2,1,0,30,20,40,1,5,0,8.2696,42.3824,38.1296,,
88,190423,1,1,33,0,350,2,1,1,30,20,40,1,5,0,11.9032,92.1088,47.2288,,
88,190423,1,1,106,30,350,2,1,0,30,8,40,1,5,0,10.3688,70.444,43.2184,,
88,190423,1,1,142,30,350,2,1,1,30,8,40,1,5,0,3.8096,7.944,6.2264,,
88,190423,1,1,184,0,350,2,1,0,30,1,40,1,5,0,9.344,66.2928,38.7752,,
88,190423,1,1,215,30,350,2,1,1,30,1,40,1,2,0,0,3.2168,0,,
88,190424,1,1,1,15,75,2,0,0,30,1,40,0,0,0,0,0,0,,
88,190424,1,1,19,0,75,2,0,1,30,1,40,0,0,0,0,0,0,,
88,190424,1,1,35,0,75,2,0,0,30,1,40,0,0,0,0,0,0,,
88,190424,1,1,62,45,75,2,0,1,30,1,40,0,0,0,0,0,0,,
88,190424,1,1,90,10,80,2,0,0,30,8,40,0,0,0,0,0,0,,
88,190424,1,1,105,10,80,2,0,1,30,8,40,0,0,1,0,0,0,,
88,190424,1,1,122,0,80,2,0,0,30,8,40,0,0,0,0,0,0,,
88,190424,1,1,138,30,80,2,0,1,30,8,40,0,0,0,0,0,0,,
88,190424,1,1,156,0,85,2,0,0,30,20,40,0,0,0,0,0,0,,
88,190424,1,1,171,40,85,2,0,1,30,20,40,0,0,0,0,0,0,,
88,190424,1,1,208,30,90,2,0,0,30,20,40,0,0,0,0,0,0,,
88,190424,1,1,235,0,90,2,0,1,30,20,40,0,0,0,0,0,0,,
88,190424,1,1,268,0,95,2,0,0,30,20,40,0,0,0,0,0,0,,
88,190424,1,1,290,30,95,2,0,1,30,20,40,0,0,0,0,0,0,,
88,190424,1,1,306,40,95,2,0,0,30,8,40,0,0,0,0,0,0,,
88,190424,1,1,334,0,95,2,0,1,30,8,40,0,0,0,0,0,0,,
88,190424,1,1,353,0,100,2,0,0,30,1,40,0,0,0,0,0,0,,
88,190424,1,1,366,0,100,2,0,1,30,1,40,0,1,0,0,0,0,,
104,190507,1,1,2,0,50,2,1,0,30,20,30,1,5,0,7.4728,24.0104,20.5896,,
104,190507,1,1,33,50,50,2,1,1,30,20,30,1,5,0,6.8904,53.2176,29.8792,,
104,190507,1,1,66,0,50,2,1,0,30,8,30,1,5,1,8.412,53.892,36.264,,
104,190507,1,1,98,0,50,2,1,1,30,8,30,1,5,0,8.4472,60.5936,45.4392,,
104,190507,1,1,131,0,50,2,1,0,30,1,30,1,5,0,7.7896,63.8448,51.1472,,
104,190507,1,1,161,0,50,2,1,1,30,1,30,1,5,2,9.6168,47.5808,36.232,,
104,190507,1,1,194,0,50,2,1,0,30,1,30,1,5,0,9.4784,72.4352,41.816,,
104,190507,1,1,224,30,50,2,1,1,30,1,30,1,5,0,8.9408,60.9112,46.808,,
105,190507,1,1,2,0,60,2,1,1,30,20,30,1,5,0,8.1392,28.408,26.052,,
105,190507,1,1,33,50,60,2,1,0,30,20,30,1,5,0,9.6968,60.152,29.9648,,
105,190507,1,1,66,0,60,2,1,1,30,8,30,1,5,0,7.6304,45.8824,34.2016,,
105,190507,1,1,98,0,60,2,1,0,30,8,30,1,5,0,10.4248,47.0856,39.5384,,
105,190507,1,1,131,0,60,2,1,1,30,1,30,1,5,0,8.6912,45.444,39.5616,,
105,190507,1,1,161,0,60,2,1,0,30,1,30,1,5,0,9.8024,71.2536,42.1656,,
105,190507,1,1,194,0,60,2,1,1,30,1,30,1,5,0,10.4368,44.7848,38.3768,,
105,190507,1,1,224,30,60,2,1,0,30,1,30,1,5,0,11.888,77.0384,43.1672,,
104,190508,1,1,0,30,45,2,1,0,30,8,30,1,5,0,9.9448,35.9488,13.5208,,
104,190508,1,1,63,30,45,2,1,1,30,8,30,1,5,0,10.628,46.5048,31.9584,,
104,190508,1,1,97,50,40,2,1,0,30,20,30,1,5,0,10.4848,70.8888,33.4608,,
104,190508,1,1,131,10,40,2,1,1,30,20,30,1,5,0,12.0688,55.2456,32.576,,
104,190508,1,1,163,40,35,2,1,0,30,20,30,1,5,0,13.224,85.0792,35.6112,,
104,190508,1,1,195,10,35,2,1,1,30,20,30,1,2,0,0,0,0,,
104,190508,1,1,229,10,40,2,1,0,30,8,30,1,5,0,12.3296,55.8584,39.2856,,
104,190508,1,1,263,0,40,2,1,1,30,8,30,1,2,0,14.4872,89.6208,28.3704,,
104,190508,1,1,298,20,45,2,1,0,30,1,30,1,5,0,13.3832,71.5568,42.6424,,
104,190508,1,1,331,20,45,2,1,1,30,1,30,1,3,0,15.0576,93.2856,47.4184,,
105,190508,1,1,0,30,55,2,1,1,30,8,30,1,5,0,9.1448,31.672,16.2768,,
105,190508,1,1,63,30,55,2,1,0,30,8,30,1,5,0,12.3376,47.2216,36.7552,,
105,190508,1,1,97,50,50,2,1,1,30,20,30,1,5,0,11.9504,45.7664,36.6112,,
105,190508,1,1,131,10,50,2,1,0,30,20,30,1,5,0,13.1584,47.092,37.9888,,
105,190508,1,1,163,40,45,2,1,1,30,20,30,1,5,0,13.6608,48.4416,37.572,,
105,190508,1,1,195,10,45,2,1,0,30,20,30,1,5,0,14.6432,44.5096,34.9336,,
105,190508,1,1,229,10,40,2,1,1,30,8,30,1,1,0,0,0,0,,
105,190508,1,1,263,0,40,2,1,0,30,8,30,1,5,0,13.6528,90.3304,42.3584,,
104,190513,1,1,1,0,10,2,0,0,30,20,30,0,0,0,0,0,0,,
104,190513,1,1,17,30,10,2,0,1,30,20,30,0,0,0,0,0,0,,
104,190513,1,1,34,20,10,2,0,0,30,8,30,0,0,0,0,0,0,,
104,190513,1,1,50,30,10,2,0,1,30,8,30,0,0,0,0,0,0,,
104,190513,1,1,67,30,10,2,0,0,30,1,30,0,0,0,0,0,0,,
104,190513,1,1,91,20,10,2,0,1,30,1,30,0,0,0,0,0,10.4736,,
104,190513,1,1,113,30,15,2,0,0,30,1,30,0,0,0,0,0,0,,
104,190513,1,1,130,20,15,2,0,1,30,1,30,0,0,0,0,0,0,,
104,190513,1,1,147,10,15,2,0,0,30,8,30,0,0,0,0,0,0,,
104,190513,1,1,164,10,15,2,0,1,30,8,30,0,0,0,0,0,0,,
104,190513,1,1,181,20,15,2,0,0,30,20,30,0,0,0,0,0,0,,
104,190513,1,1,198,0,15,2,0,1,30,20,30,0,0,0,0,0,0,,
104,190513,1,1,223,50,20,2,0,0,30,20,30,0,0,0,0,0,30.596,,
104,190513,1,1,243,0,20,2,0,1,30,20,30,1,0,0,0,1.2768,4.5256,,
104,190513,1,1,268,10,20,2,0,0,30,8,30,0,0,0,0,0,0,,
104,190513,1,1,285,30,20,2,0,1,30,8,30,1,1,0,0,0.9968,8.3432,,
104,190513,1,1,303,0,20,2,0,0,30,1,30,1,1,0,0,0,7.5288,,
104,190513,1,1,321,0,20,2,0,1,30,1,30,0,0,0,0,0,8.8464,,
105,190513,1,1,1,0,10,2,0,1,30,20,30,0,0,0,0,0,0,,
105,190513,1,1,17,30,10,2,0,0,30,20,30,0,0,0,0,0,0,,
105,190513,1,1,34,20,10,2,0,1,30,8,30,0,0,0,0,0,0,,
105,190513,1,1,50,30,10,2,0,0,30,8,30,0,0,0,0,0,0,,
105,190513,1,1,67,30,10,2,0,1,30,1,30,0,0,0,0,0,1.684,,
105,190513,1,1,91,20,10,2,0,0,30,1,30,0,0,0,0,0,0,,
105,190513,1,1,113,30,15,2,0,1,30,1,30,0,0,0,0,0,4.6712,,
105,190513,1,1,130,20,15,2,0,0,30,1,30,0,0,0,0,0,0,,
105,190513,1,1,147,10,15,2,0,1,30,8,30,0,0,0,0,0,0,,
105,190513,1,1,164,10,15,2,0,0,30,8,30,0,0,0,0,0,2.4168,,
105,190513,1,1,181,20,15,2,0,1,30,20,30,0,0,0,0,0,0,,
105,190513,1,1,198,0,15,2,0,0,30,20,30,0,0,0,0,0,0,,
105,190513,1,1,223,50,20,2,0,1,30,20,30,0,0,0,0,0,0,,
105,190513,1,1,243,0,20,2,0,0,30,20,30,0,0,0,0,0,0,,
105,190513,1,1,268,10,20,2,0,1,30,8,30,0,0,0,0,0,0,,
105,190513,1,1,285,30,20,2,0,0,30,8,30,0,0,0,0,0,0,,
105,190513,1,1,303,0,20,2,0,1,30,1,30,0,0,0,0,0,5.8968,,
105,190513,1,1,321,0,20,2,0,0,30,1,30,0,0,0,0,0,0,,
