LTR,Date,ExpNo1,ExpNo2,Num,RS,WDS
90,190128,1,1,60,5,0
96,190302,1,1,1,0,3
96,190302,1,1,2,1,10
96,190302,1,1,3,1,6
96,190302,1,1,4,1,5
96,190302,1,1,5,1,0
96,190302,1,1,6,1,4
96,190303,1,1,7,1,2
96,190303,1,1,8,1,3
96,190303,1,1,9,1,1
96,190303,1,1,10,1,0
96,190303,1,1,11,1,1
96,190303,1,1,12,1,0
96,190304,1,1,13,1,0
96,190304,1,1,14,2,1
96,190304,1,1,15,2,0
96,190304,1,1,16,3,0
96,190304,1,1,17,3,0
96,190304,1,1,18,3,0
96,190305,1,1,19,3,0
96,190305,1,1,20,3,1
96,190305,1,1,21,2,1
96,190305,1,1,22,3,2
96,190305,1,1,23,3,1
96,190305,1,1,24,3,1
96,190306,1,1,25,2,0
96,190306,1,1,26,3,1
96,190306,1,1,27,3,2
96,190306,1,1,28,3,2
96,190306,1,1,29,5,3
96,190306,1,1,30,5,2
96,190307,1,1,31,1,0
96,190307,1,2,32,3,2
96,190307,1,2,33,5,0
96,190307,1,2,34,5,0
96,190307,1,2,35,4,1
96,190307,1,2,36,3,1
96,190308,1,1,37,5,0
96,190308,1,1,38,5,0
96,190308,1,1,39,5,0
96,190308,1,1,40,5,0
96,190308,1,1,41,4,1
96,190308,1,1,42,3,1
96,190309,1,1,43,5,0
96,190309,1,2,44,5,1
96,190309,1,2,45,4,0
96,190309,1,2,46,5,1
96,190309,1,2,47,5,0
96,190309,1,2,48,5,0
96,190310,1,1,49,5,0
96,190310,1,1,50,5,1
96,190310,1,1,51,5,1
96,190310,1,1,52,5,0
96,190310,1,1,53,5,0
96,190310,1,1,54,5,0
96,190311,1,1,55,4,0
96,190311,1,1,56,5,0
96,190311,1,1,57,5,0
96,190311,1,1,58,5,0
96,190311,1,1,59,5,0
96,190311,1,1,60,5,1
104,190325,1,1,1,1,2
104,190325,1,1,2,1,9
104,190325,1,1,3,1,9
104,190325,1,1,4,1,5
104,190325,1,1,5,1,6
104,190325,1,1,6,1,8
105,190325,1,1,1,1,1
105,190325,1,1,2,1,4
105,190325,1,1,3,1,11
105,190325,1,1,4,1,4
105,190325,1,1,5,1,5
105,190325,1,1,6,1,7
104,190326,1,1,7,1,1
104,190326,1,1,8,1,4
104,190326,1,1,9,1,2
104,190326,1,1,10,1,2
104,190326,1,1,11,2,0
104,190326,1,1,12,2,2
105,190326,1,1,7,1,1
105,190326,1,1,8,1,3
105,190326,1,1,9,1,1
105,190326,1,1,10,1,1
105,190326,1,1,11,1,4
105,190326,1,1,12,1,1
104,190327,1,1,13,2,0
104,190327,1,1,14,1,2
104,190327,1,1,15,2,2
104,190327,1,1,16,1,3
104,190327,1,1,17,1,3
104,190327,1,1,18,1,4
105,190327,1,1,13,1,1
105,190327,1,1,14,2,0
105,190327,1,1,15,1,0
105,190327,1,1,16,1,0
105,190327,1,1,17,1,1
105,190327,1,1,18,1,0
104,190328,1,1,19,1,1
104,190328,1,1,20,1,2
104,190328,1,1,21,1,2
104,190328,1,1,22,1,0
104,190328,1,1,23,1,2
104,190328,1,1,24,1,1
105,190328,1,1,19,1,0
105,190328,1,1,20,2,0
105,190328,1,1,21,2,0
105,190328,1,1,22,2,0
105,190328,1,1,23,1,2
105,190328,1,1,24,2,0
104,190329,1,1,25,2,0
104,190329,1,1,26,1,0
104,190329,1,1,27,2,0
104,190329,1,1,28,1,2
104,190329,1,1,29,2,0
104,190329,1,1,30,2,0
105,190329,1,1,25,2,0
105,190329,1,1,26,1,0
105,190329,1,1,27,3,0
105,190329,1,1,28,3,0
105,190329,1,1,29,3,0
105,190329,1,1,30,3,0
104,190330,1,1,31,1,0
104,190330,1,1,32,2,2
104,190330,1,1,33,2,4
104,190330,1,1,34,2,2
104,190330,1,1,35,3,0
104,190330,1,1,36,3,1
105,190330,1,1,31,1,0
105,190330,1,1,32,3,0
105,190330,1,1,33,4,1
105,190330,1,1,34,4,0
105,190330,1,1,35,5,0
105,190330,1,1,36,5,0
104,190331,1,1,37,1,0
104,190331,1,1,38,2,2
104,190331,1,1,39,1,0
104,190331,1,1,40,2,0
104,190331,1,1,41,1,0
104,190331,1,1,42,2,0
105,190331,1,1,37,1,0
105,190331,1,1,38,5,0
105,190331,1,1,39,5,0
105,190331,1,1,40,5,0
105,190331,1,1,41,5,0
105,190331,1,1,42,5,0
104,190401,1,1,43,1,0
104,190401,1,1,44,2,0
104,190401,1,1,45,2,1
104,190401,1,1,46,2,1
104,190401,1,1,47,1,1
104,190401,1,1,48,2,0
105,190401,1,1,43,1,0
105,190401,1,1,44,5,0
105,190401,1,1,45,5,0
105,190401,1,1,46,4,0
105,190401,1,1,47,5,0
105,190401,1,1,48,5,0
104,190402,1,1,49,2,1
104,190402,1,1,50,2,0
104,190402,1,1,51,2,0
104,190402,1,1,52,2,0
104,190402,1,1,53,3,1
104,190402,1,1,54,3,1
105,190402,1,1,49,2,0
105,190402,1,1,50,5,0
105,190402,1,1,51,5,0
105,190402,1,1,52,5,0
105,190402,1,1,53,5,0
105,190402,1,1,54,5,0
104,190403,1,1,55,2,1
104,190403,1,1,56,4,0
104,190403,1,1,57,4,0
104,190403,1,1,58,4,0
104,190403,1,1,59,5,0
104,190403,1,1,60,3,0
105,190403,1,1,55,5,0
105,190403,1,1,56,5,0
105,190403,1,1,57,5,0
105,190403,1,1,58,5,0
105,190403,1,1,59,5,0
105,190403,1,1,60,5,0
106,190526,1,2,1,0,0
106,190526,1,2,2,0,2
106,190526,1,2,3,0,0
106,190526,1,2,4,0,14
106,190526,1,2,5,0,8
106,190526,1,2,6,0,9
107,190526,1,2,1,0,7
107,190526,1,2,2,0,9
107,190526,1,2,3,0,2
107,190526,1,2,4,0,2
107,190526,1,2,5,0,3
107,190526,1,2,6,0,3
106,190527,1,2,7,0,3
106,190527,1,2,8,0,0
106,190527,1,2,9,0,0
106,190527,1,2,10,0,0
106,190527,1,2,11,0,6
106,190527,1,2,12,0,2
107,190527,1,2,7,0,2
107,190527,1,2,8,0,1
107,190527,1,2,9,0,2
107,190527,1,2,10,0,4
107,190527,1,2,11,0,3
107,190527,1,2,12,0,7
106,190528,0,0,13,0,0
106,190528,0,0,14,0,0
106,190528,0,1,15,0,1
106,190528,0,8,16,0,8
106,190528,1,9,17,1,9
106,190528,1,0,18,1,0
107,190528,0,4,13,0,4
107,190528,0,5,14,0,5
107,190528,1,4,15,1,4
107,190528,2,3,16,2,3
107,190528,1,3,17,1,3
107,190528,3,1,18,3,1
106,190529,1,4,19,1,4
106,190529,1,3,20,1,3
106,190529,1,2,21,1,2
106,190529,1,2,22,1,2
106,190529,2,3,23,2,3
106,190529,1,4,24,1,4
107,190529,1,1,19,1,1
107,190529,4,0,20,4,0
107,190529,3,0,21,3,0
107,190529,3,0,22,3,0
107,190529,5,0,23,5,0
107,190529,5,0,24,5,0
106,190530,2,3,25,2,3
106,190530,1,4,26,1,4
106,190530,3,0,27,3,0
106,190530,1,5,28,1,5
106,190530,5,2,29,5,2
106,190530,1,0,30,1,0
107,190530,0,3,25,0,3
107,190530,4,0,26,4,0
107,190530,4,6,27,4,6
107,190530,5,0,28,5,0
107,190530,5,2,29,5,2
107,190530,5,1,30,5,1
106,190531,3,2,31,3,2
106,190531,1,2,32,1,2
106,190531,5,1,33,5,1
106,190531,1,4,34,1,4
106,190531,1,6,35,1,6
106,190531,4,3,36,4,3
107,190531,1,3,31,1,3
107,190531,2,6,32,2,6
107,190531,5,2,33,5,2
107,190531,5,6,34,5,6
107,190531,5,5,35,5,5
107,190531,5,3,36,5,3
106,190601,5,0,37,5,0
106,190601,5,0,38,5,0
106,190601,4,4,39,4,4
106,190601,2,3,40,2,3
106,190601,5,0,41,5,0
106,190601,2,7,42,2,7
107,190601,1,6,37,1,6
107,190601,1,2,38,1,2
107,190601,5,3,39,5,3
107,190601,5,4,40,5,4
107,190601,5,3,41,5,3
107,190601,5,3,42,5,3
106,190602,1,1,43,1,1
106,190602,2,1,44,2,1
106,190602,2,3,45,2,3
106,190602,2,5,46,2,5
106,190602,2,5,47,2,5
106,190602,4,3,48,4,3
107,190602,1,4,43,1,4
107,190602,1,4,44,1,4
107,190602,1,5,45,1,5
107,190602,5,2,46,5,2
107,190602,5,3,47,5,3
107,190602,5,3,48,5,3
106,190604,5,4,49,5,4
106,190604,5,1,50,5,1
106,190604,5,0,51,5,0
106,190604,5,0,52,5,0
106,190604,5,4,53,5,4
106,190604,4,2,54,4,2
107,190604,5,0,49,5,0
107,190604,5,0,50,5,0
107,190604,5,0,51,5,0
107,190604,5,0,52,5,0
107,190604,5,0,53,5,0
107,190604,5,5,54,5,3
106,190605,5,3,55,5,3
106,190605,5,0,56,5,0
106,190605,5,0,57,5,0
106,190605,5,4,58,5,4
106,190605,5,0,59,5,0
106,190605,5,0,60,5,0
107,190605,5,2,55,5,2
107,190605,5,1,56,5,1
107,190605,5,0,57,5,0
107,190605,5,3,58,5,3
107,190605,5,0,59,5,0
107,190605,5,0,60,5,0
112,190620,1,1,1,0,5
112,190620,1,1,2,0,3
112,190620,1,1,3,0,4
112,190620,1,1,4,1,0
112,190620,1,1,5,1,1
112,190620,1,1,6,1,7
113,190620,1,1,1,0,6
113,190620,1,1,2,0,3
113,190620,1,1,3,0,4
113,190620,1,1,4,0,5
113,190620,1,1,5,1,2
113,190620,1,1,6,1,2
112,190621,1,1,7,0,0
112,190621,1,1,8,0,0
112,190621,1,1,9,0,0
112,190621,1,1,10,0,0
112,190621,1,1,11,0,0
112,190621,1,1,12,0,0
113,190621,1,1,7,0,2
113,190621,1,1,8,0,1
113,190621,1,1,9,0,3
113,190621,1,1,10,1,1
113,190621,1,1,11,1,2
113,190621,1,1,12,1,2
112,190622,1,1,13,0,0
112,190622,1,1,14,0,0
112,190622,1,1,15,1,0
112,190622,1,1,16,1,0
112,190622,1,1,17,0,0
112,190622,1,1,18,1,0
113,190622,1,1,13,1,0
113,190622,1,1,14,0,0
113,190622,1,1,15,0,0
113,190622,1,1,16,0,0
113,190622,1,1,17,1,0
113,190622,1,1,18,1,0
112,190624,1,1,19,1,1
112,190624,1,1,20,1,0
112,190624,1,1,21,1,0
112,190624,1,1,22,1,0
112,190624,1,1,23,2,0
112,190624,1,1,24,1,0
113,190624,1,1,19,0,1
113,190624,1,1,20,0,0
113,190624,1,1,21,1,0
113,190624,1,1,22,1,0
113,190624,1,1,23,1,0
113,190624,1,1,24,1,0
112,190625,1,1,25,1,0
112,190625,1,1,26,2,0
112,190625,1,1,27,2,0
112,190625,1,1,28,3,1
112,190625,1,1,29,2,0
112,190625,1,1,30,5,2
113,190625,1,1,25,1,0
113,190625,1,1,26,1,0
113,190625,1,1,27,1,2
113,190625,1,1,28,2,0
113,190625,1,1,29,1,0
113,190625,1,1,30,1,0
112,190626,1,1,31,1,1
112,190626,1,1,32,1,0
112,190626,1,1,33,5,0
112,190626,1,1,34,5,0
112,190626,1,1,35,5,0
112,190626,1,1,36,4,0
113,190626,1,1,31,1,0
113,190626,1,1,32,1,0
113,190626,1,1,33,2,0
113,190626,1,1,34,2,0
113,190626,1,1,35,4,0
113,190626,1,1,36,3,0
112,190627,1,1,37,5,0
112,190627,1,1,38,5,0
112,190627,1,1,39,5,0
112,190627,1,1,40,5,0
112,190627,1,1,41,5,0
112,190627,1,1,42,5,0
113,190627,1,1,37,2,0
113,190627,1,1,38,3,0
113,190627,1,1,39,4,0
113,190627,1,1,40,4,0
113,190627,1,1,41,4,0
113,190627,1,1,42,5,0
112,190628,1,1,43,5,0
112,190628,1,1,44,5,0
112,190628,1,1,45,5,0
112,190628,1,1,46,5,0
112,190628,1,1,47,5,0
112,190628,1,1,48,5,0
113,190628,1,1,43,2,0
113,190628,1,1,44,5,0
113,190628,1,1,45,5,0
113,190628,1,1,46,5,0
113,190628,1,1,47,5,0
113,190628,1,1,48,5,0
112,190629,1,1,49,5,0
112,190629,1,1,50,5,0
112,190629,1,1,51,5,0
112,190629,1,1,52,5,0
112,190629,1,1,53,5,0
112,190629,1,1,54,5,0
113,190629,1,1,49,2,0
113,190629,1,1,50,4,0
113,190629,1,1,51,5,0
113,190629,1,1,52,5,0
113,190629,1,1,53,5,0
113,190629,1,1,54,5,0
112,190701,1,1,55,2,0
112,190701,1,1,56,2,0
112,190701,1,1,57,2,0
112,190701,1,1,58,2,0
112,190701,1,1,59,3,1
112,190701,1,1,60,5,0
113,190701,1,1,55,2,2
113,190701,1,1,56,2,1
113,190701,1,1,57,2,2
113,190701,1,1,58,2,3
113,190701,1,1,59,2,1
113,190701,1,1,60,2,4
119,190704,1,1,1,0,8
119,190704,1,1,2,0,10
119,190704,1,1,3,0,5
119,190704,1,1,4,0,6
119,190704,1,1,5,0,6
119,190704,1,1,6,0,3
120,190704,1,1,1,0,10
120,190704,1,1,2,0,11
120,190704,1,1,3,0,4
120,190704,1,1,4,0,6
120,190704,1,1,5,0,6
120,190704,1,1,6,0,0
119,190705,1,1,7,0,3
119,190705,1,1,8,0,0
119,190705,1,1,9,0,0
119,190705,1,1,10,0,0
119,190705,1,1,11,0,0
119,190705,1,1,12,0,0
120,190705,1,1,7,0,3
120,190705,1,1,8,0,4
120,190705,1,1,9,0,3
120,190705,1,1,10,1,3
120,190705,1,1,11,0,6
120,190705,1,1,12,0,3
119,190706,1,1,13,0,1
119,190706,1,1,14,0,1
119,190706,1,1,15,0,0
119,190706,1,1,16,0,2
119,190706,1,1,17,0,1
119,190706,1,1,18,0,1
120,190706,1,1,13,0,2
120,190706,1,1,14,0,3
120,190706,1,1,15,0,4
120,190706,1,1,16,0,6
120,190706,1,1,17,2,8
120,190706,1,1,18,2,7
119,190707,1,1,19,2,0
119,190707,1,1,20,1,2
119,190707,1,1,21,2,5
119,190707,1,1,22,2,4
119,190707,1,1,23,4,2
119,190707,1,1,24,2,0
120,190707,1,1,19,2,8
120,190707,1,1,20,1,2
120,190707,1,1,21,4,6
120,190707,1,1,22,2,12
120,190707,1,1,23,1,3
120,190707,1,1,24,1,3
119,190708,1,1,25,1,2
119,190708,1,1,26,2,3
119,190708,1,1,27,4,1
119,190708,1,1,28,2,0
119,190708,1,1,29,2,0
119,190708,1,1,30,2,0
120,190708,1,1,25,5,2
120,190708,1,1,26,4,5
120,190708,1,1,27,5,0
120,190708,1,1,28,5,0
120,190708,1,1,29,2,2
120,190708,1,1,30,5,0
119,190709,1,1,31,1,0
119,190709,1,1,32,4,0
119,190709,1,1,33,2,0
119,190709,1,1,34,5,0
119,190709,1,1,35,5,0
119,190709,1,1,36,2,0
120,190709,1,1,31,4,0
120,190709,1,1,32,5,0
120,190709,1,1,33,1,0
120,190709,1,1,34,5,0
120,190709,1,1,35,1,0
120,190709,1,1,36,5,0
119,190710,2,2,37,3,0
119,190710,2,2,38,5,0
119,190710,2,2,39,5,0
119,190710,2,2,40,5,0
119,190710,2,2,41,5,0
119,190710,2,2,42,5,0
120,190710,2,2,37,3,0
120,190710,2,2,38,5,0
120,190710,2,2,39,5,0
120,190710,2,2,40,5,0
120,190710,2,2,41,5,0
120,190710,2,2,42,5,0
119,190711,1,2,43,1,0
119,190711,1,2,44,2,3
119,190711,1,2,45,5,0
119,190711,1,2,46,5,2
119,190711,1,2,47,5,1
119,190711,1,2,48,5,0
120,190711,1,2,43,1,0
120,190711,1,2,44,4,2
120,190711,1,2,45,1,5
120,190711,1,2,46,4,2
120,190711,1,2,47,1,5
120,190711,1,2,48,5,0
119,190712,1,1,49,2,0
119,190712,1,1,50,2,5
119,190712,1,1,51,2,2
119,190712,1,1,52,2,4
119,190712,1,1,53,2,1
119,190712,1,1,54,5,0
120,190712,1,1,49,2,0
120,190712,1,1,50,2,2
120,190712,1,1,51,2,4
120,190712,1,1,52,2,2
120,190712,1,1,53,2,4
120,190712,1,1,54,2,4
119,190713,1,1,55,2,0
119,190713,1,1,56,2,2
119,190713,1,1,57,2,0
119,190713,1,1,58,2,0
119,190713,1,1,59,3,0
119,190713,1,1,60,5,0
120,190713,1,1,55,4,0
120,190713,1,1,56,5,3
120,190713,1,1,57,5,0
120,190713,1,1,58,4,2
120,190713,1,1,59,2,3
120,190713,1,1,60,5,0
127,200802,1,1,1,0,0
127,200802,1,1,2,0,2
127,200802,1,1,3,0,2
127,200802,1,1,4,2,3
127,200802,1,1,5,2,3
127,200802,1,1,6,2,0
128,200802,1,1,1,0,2
128,200802,1,1,2,0,2
128,200802,1,1,3,2,4
128,200802,1,1,4,2,6
128,200802,1,1,5,2,4
128,200802,1,1,6,2,1
129,200802,2,1,1,0,5
129,200802,2,1,2,2,13
129,200802,2,1,3,2,5
129,200802,2,1,4,2,6
129,200802,2,1,5,2,3
129,200802,2,1,6,2,5
130,200802,2,1,1,0,0
130,200802,2,1,2,0,0
130,200802,2,1,3,0,0
130,200802,2,1,4,0,0
130,200802,2,1,5,0,0
130,200802,2,1,6,0,0
127,200803,1,1,7,2,4
127,200803,1,1,8,2,0
127,200803,1,1,9,2,0
127,200803,1,1,10,2,0
127,200803,1,1,11,2,4
127,200803,1,1,12,2,0
128,200803,1,1,7,2,1
128,200803,1,1,8,2,0
128,200803,1,1,9,2,0
128,200803,1,1,10,2,1
128,200803,1,1,11,2,1
128,200803,1,1,12,2,0
129,200803,2,1,7,2,2
129,200803,2,1,8,2,6
129,200803,2,1,9,2,5
129,200803,2,1,10,2,1
129,200803,2,1,11,2,1
129,200803,2,1,12,2,0
130,200803,2,1,7,2,1
130,200803,2,1,8,2,7
130,200803,2,1,9,2,0
130,200803,2,1,10,2,3
130,200803,2,1,11,2,0
130,200803,2,1,12,2,0
